"code";"Voiture_Pontchaillou_min";"Voiture_Pontchaillou_km";"Voiture_HopitalSud_min";"Voiture_HopitalSud_km";"nom";"communes_etudiees";"longitude";"latitude";"Voiture_min";"Voiture_km";"Velo_Pontchaillou_km";"Velo_HopitalSud_km";"Velo_Pontchaillou_min";"Velo_HopitalSud_min";"Bus_Pontchaillou";"Bus_HopitalSud"
"108";"27099";NA;336.5;NA;336.1;"Boulay-Morin";TRUE;1.1877752888965;49.0761702436236;174.35;336.3;237.696841836403;236.971031123589;NA;NA;NA;NA
"109";"27238";NA;333.2;NA;323.6;"Ferrières-Haut-Clocher";TRUE;0.986821231973093;49.0206156183909;175.45;328.4;221.780498966878;221.075234284524;NA;NA;NA;NA
"110";"27310";NA;356.3;NA;355.9;"Hacqueville";TRUE;1.55763962778867;49.2819529048945;193.7;356.1;272.032205327469;271.462157506897;NA;NA;NA;NA
"111";"27375";NA;322;NA;321.5;"Louviers";TRUE;1.15365230749874;49.2202159686937;163.95;321.75;242.860019762999;242.443449816903;NA;NA;NA;NA
"112";"27464";NA;353.7;NA;353.6;"Plessis-Grohan";TRUE;1.13344068784718;48.9442249220001;181;353.65;228.069752735843;227.10277367146;NA;NA;NA;NA
"113";"27497";NA;279.9;NA;279.8;"Rougemontiers";TRUE;0.726013361974169;49.3592353348671;144.2;279.85;225.180982970558;225.392270274467;NA;NA;NA;NA
"114";"28220";NA;265.4;NA;255.7;"Luisant";TRUE;1.47123715092185;48.423291595434;134.05;260.55;237.327749491641;235.11993019472;NA;NA;NA;NA
"115";"29001";NA;224.5;NA;231.8;"Argol";TRUE;-4.29740125550912;48.249180011812;144.55;228.15;193.951793056188;197.249579437372;NA;NA;NA;NA
"116";"29004";NA;183.8;NA;188.5;"Bannalec";TRUE;-3.69496225876574;47.934615838741;111.25;186.15;150.484495732308;152.958954001478;NA;NA;NA;NA
"117";"29019";NA;NA;NA;NA;"Brest";TRUE;-4.50361457487392;48.4000099605052;NA;NA;210.763998165055;214.318634201648;NA;NA;NA;NA
"118";"29024";NA;153.3;NA;160.3;"Carhaix-Plouguer";TRUE;-3.56630121089583;48.2688885808037;100.45;156.8;140.049895754843;143.499075253107;NA;NA;NA;NA
"119";"29030";NA;211.8;NA;218.3;"Cléder";TRUE;-4.12490527675459;48.6599170174028;129.3;215.05;189.672607048829;193.742866234933;NA;NA;NA;NA
"120";"29031";NA;169.1;NA;173.4;"Clohars-Carnoët";TRUE;-3.56714624216605;47.7942909081481;106.75;171.25;144.322374438372;146.296199247164;NA;NA;NA;NA
"121";"29039";NA;199.9;NA;205;"Concarneau";TRUE;-3.90832003543413;47.8965632874545;121.75;202.45;166.885407500263;169.309219304629;NA;NA;NA;NA
"122";"29051";NA;210.8;NA;215.1;"Ergué-Gabéric";TRUE;-4.00790146189282;48.0121469276931;125.05;212.95;172.691366135085;175.44353520616;NA;NA;NA;NA
"123";"29058";NA;204.1;NA;208.8;"Fouesnant";TRUE;-4.01686929600353;47.8790155415324;126.85;206.45;175.208203138108;177.614958667221;NA;NA;NA;NA
"124";"29075";NA;232;NA;238.5;"Guipavas";TRUE;-4.39712331751057;48.4305906497734;135.95;235.25;203.446227045824;207.072661936077;NA;NA;NA;NA
"125";"29135";NA;239;NA;243.7;"Loctudy";TRUE;-4.18704254505966;47.8241905800414;144.2;241.35;188.816245373999;191.132345683957;NA;NA;NA;NA
"126";"29137";NA;223.5;NA;230.4;"Logonna-Daoulas";TRUE;-4.28715735000887;48.3294324740046;141.35;226.95;193.9194938713;197.37830609571;NA;NA;NA;NA
"127";"29140";NA;222.2;NA;229.1;"Loperhet";TRUE;-4.31380979836845;48.3831874175642;137.65;225.65;196.58918027957;200.145662209548;NA;NA;NA;NA
"128";"29146";NA;189;NA;193.4;"Melgven";TRUE;-3.84254742882835;47.9135514150338;113.85;191.2;161.734545694642;164.187767719369;NA;NA;NA;NA
"129";"29150";NA;175.7;NA;180.4;"Moëlan-sur-Mer";TRUE;-3.64601478578534;47.8059627477891;109;178.05;149.707068632877;151.760936453792;NA;NA;NA;NA
"130";"29151";NA;184;NA;190.9;"Morlaix";TRUE;-3.81981746077029;48.5995929923933;110.95;187.45;166.21577384429;170.295846107466;NA;NA;NA;NA
"131";"29153";NA;281.2;NA;281.1;"Névez";TRUE;-3.77613939691407;47.8156007418415;150.35;281.15;158.923856050166;161.068281944588;NA;NA;NA;NA
"132";"29160";NA;233.7;NA;240.5;"Plabennec";TRUE;-4.41964090798236;48.4934620729876;139.35;237.1;206.269353853688;209.99789596567;NA;NA;NA;NA
"133";"29170";NA;220;NA;224.3;"Plomelin";TRUE;-4.15043483691094;47.9355843267241;133.9;222.15;184.16138089132;186.743643118111;NA;NA;NA;NA
"134";"29183";NA;164.8;NA;172;"Plouégat-Moysan";TRUE;-3.61669335359911;48.5699919664932;98.45;168.4;150.95935974781;155.06777662895;NA;NA;NA;NA
"135";"29186";NA;189.7;NA;196.5;"Plouezoc'h";TRUE;-3.8129161213585;48.6349320078044;116.7;193.1;166.99003476816;171.130543275708;NA;NA;NA;NA
"136";"29189";NA;226.8;NA;233.3;"Plougastel-Daoulas";TRUE;-4.38202967763673;48.3606238214467;140.65;230.05;201.289028434448;204.792523285929;NA;NA;NA;NA
"137";"29232";NA;214.2;NA;218.9;"Quimper";TRUE;-4.0917341207885;47.9975957117044;128.4;216.55;179.05983795677;181.786032386298;NA;NA;NA;NA
"138";"29235";NA;238.8;NA;245.7;"Relecq-Kerhuon";TRUE;-4.40160221118331;48.4033096045567;141.95;242.25;203.331578144874;206.909147354673;NA;NA;NA;NA
"139";"29247";NA;205;NA;209.3;"Saint-Évarzec";TRUE;-4.00973544200879;47.9537424090354;124.75;207.15;173.488547552013;176.089873551762;NA;NA;NA;NA
"140";"29254";NA;433.8;NA;424.4;"Saint-Martin-des-Champs";TRUE;-3.85507760523588;48.5743093424697;235.65;429.1;167.858623657336;171.882904038197;NA;NA;NA;NA
"141";"2B242";NA;1471.2;NA;1461.6;"Poggio-Mezzana";TRUE;9.5120753299138;42.4016003404245;995.7;1466.4;1082.9727682236;1078.43454529969;NA;NA;NA;NA
"142";"2B305";NA;1475;NA;1426;"San-Martino-di-Lota";TRUE;9.43189149159983;42.7323548671314;980.1;1450.5;1054.61154967311;1050.11542428222;NA;NA;NA;NA
"143";"31022";NA;694.3;NA;687.5;"Aucamville";TRUE;1.42452245683594;43.6717604886214;350.15;690.9;549.926347876119;545.115977477573;NA;NA;NA;NA
"144";"31145";NA;752;NA;745.2;"Cintegabelle";TRUE;1.53562753602436;43.3072800085219;384.95;748.6;590.522020921051;585.724485076168;NA;NA;NA;NA
"145";"33063";NA;464;NA;457.2;"Bordeaux";TRUE;-0.574092733736479;44.8578019649671;240.75;460.6;372.266135086896;367.780854103773;NA;NA;NA;NA
"146";"33122";NA;480.9;NA;474.4;"Cestas";TRUE;-0.726425324531051;44.7239016166718;248.1;477.65;384.343087818861;379.936898160277;NA;NA;NA;NA
"147";"33213";NA;482;NA;475.2;"Brède";TRUE;-0.536278083290955;44.6802565609972;248.65;478.6;392.158906031489;387.680771299067;NA;NA;NA;NA
"148";"33449";NA;475.2;NA;468.3;"Saint-Médard-en-Jalles";TRUE;-0.783850227511528;44.8832876506779;247.15;471.75;366.103717627221;361.704367808254;NA;NA;NA;NA
"149";"33550";NA;940.6;NA;930.9;"Villenave-d'Ornon";TRUE;-0.55800899761148;44.773727385342;474.6;935.75;381.652943176557;377.171858702172;NA;NA;NA;NA
"150";"34014";NA;930.8;NA;921.5;"Assas";TRUE;3.89822867679291;43.7096571736184;466.35;926.15;653.798604936564;648.954365529955;NA;NA;NA;NA
"151";"35001";17.8;18.8;12.5;13.7;"Acigné";TRUE;-1.51941548921446;48.1464535124769;15.15;16.25;13.4086951915915;12.3041674343706;54;49;64.3;57.1
"152";"35002";25.5;29.2;19.8;19.9;"Amanlis";TRUE;-1.49389960727252;47.9990398396277;22.65;24.55;20.0411052539266;15.2945428344297;80;61;NA;NA
